wallet,nft_count
0xc22e115c9f0cf6851b1ab943ab7b7e0ddad083c9,4
0xc91a1ed3e80c134465b70cb5809a40107e1332b4,3
0xc7177a8921f130078cee5ab430e336bcff303924,3
0x7cc81968fbf441ca1291dd64ec5a3f35e93cc51c,3
0x773a01afe1d966b8c5e2dcbe68b5ba59f084c452,3
0x47dde8231cdf6025f36757b6c8a965dac38159e4,3
0xe875e0d84fa78d5f0610dba062a569f6f521f34f,2
0xe0c484c905da1488700270f8398419d8b84915b5,2
0xdb01db0928f50c8897444659d23162430646c672,2
0xd1b338d8dac98db8834ddba268dd3a5a1675a20a,2
0xd17539781fcaa9d3fc138954d21704e53785749c,2
0xcf8649e011a80a3f294063a7237b12935f503b86,2
0xcf840766bb4ba127417d6ee65c37470399b41258,2
0xc907feb7cd86e45ccaaa56a70c0a987df45b5a45,2
0xb93aeb0e49f3c9e1f8ddb96460e44d478ca1c505,2
0xb4633912c7374cd94d8917a167449e23b46d0ad1,2
0xaeb292d7de598f53ec2ef91db1bf51b9a0b39f11,2
0x9ef3628ff0e6d102afd7c53a1d78a10e78d02d48,2
0x9b81fcdb243ff7137afcb77209d1d4be9dc3a6b2,2
0x9af8702cb1b7342c014e21b8a776e70c661cac6f,2
0x94831935b1e76bbbbb66a14bb67d98845800a235,2
0x942aa733ed29351f6504f6541d385fdc1c1cce67,2
0x8bda3ddf2c3b446c8298a9a8a0d28471b0519a13,2
0x8baa197d589a06e7ba99eff023b01941bfdace31,2
0x8b1b08dcc50d0c4b07de39641fd936e8c37b1230,2
0x8479000576e386ca9d4217bab35048f458013030,2
0x7a834e2aa9ec50d2de471305695e20d44cbb3929,2
0x58d4b0bf1c7718abc4b9bcf567bd63784557e54b,2
0x562a7ccf32fb6ee2ac2fe37b9ea5d55f4ce04d08,2
0x3b259a4d129f4ddbeba62adddcdfd5fbc5ef4175,2
0x2c51ceb864ec7b10c50f75c4c1d9167669ffe7d1,2
0x23682857775ab47f862e687c919c172c6cf33a8b,2
0x153de76c6a22e78f99cc4291b1ca1e27661b3271,2
0x07f42535153c632f1ad1ff00c7deee6b7af7df5a,2
0xfea2fa0f9f2f6235a1b02645cc97461f3bf781a5,1
0xfbe959cf6807d9146ebf4ef27bc5271b544750f4,1
0xfa75c34b764a686d068c8bc177fce8a564d0fb56,1
0xf93241a87065f8d050569caaec0c599a37dc4b33,1
0xf83a182bae282d6d7dc6011a8c8fece73da37e5c,1
0xf545d3eea09d4048a8fcdaab96427d3125e51d48,1
0xf0772cabdc9c9b9b418cf19b4844b3e3cf4028b8,1
0xeb4bc39c16a20763ce4b807bb5b9a2da51e98578,1
0xeb4576fe753dab07635c0bb6c8f0a355e1db5d31,1
0xe8e61db7918bd88e5ff764ad5393e87d7aaef9ad,1
0xe32f2ca15aa291bbb187f9a5f48471dbcb668bfb,1
0xe223f60db80e7801d7f1321b597aafdd8fa596af,1
0xe1b3a7a86217bf577fe4cd5365ffc6799c61f80c,1
0xdd3f9005e5c045d7515b3beb4ff92fda1df8cd9b,1
0xdc16fb225b8297c79f4751ad760728050fe9a46c,1
0xdba56bc1102a05d1b3d9a0a6e8d694dbd3f67aa0,1
0xd8c84eac995150662cc052e6ac76ec184fcf1122,1
0xd66164c4b658f3704b5caa67b33f07f3842ee063,1
0xd15a8a0bfedd1d8a1f2fead42fc9e8c75d848453,1
0xd116ba6bc6e46b06f0e66095e66b173050524dad,1
0xd0098521482b282d32f0c50b16ebf643863780d3,1
0xcfbf378331255f72d11fa8bfed856dc6e838bf23,1
0xcd3a3263cfe5dd18ebb502e9efd06b63322f6009,1
0xc56eaa77b5eea884d73ba874a207951aa8abf1b4,1
0xc2faff1fd55d7d20986124ef7402e3d2e85041c7,1
0xc288cef6db44f24cfc8098086f72e390888e42c7,1
0xc1ccd3e37325c4215eec75feb0ec59f494e7ffd4,1
0xc159fc52e2fb4e46c174c10ed01332504a1aaf44,1
0xc0a6717faa5e6f36d87167f22c13bdeaafa38522,1
0xc050b33d1c01eb828e0200f93e864ed80ea3a2b9,1
0xb29fa9970efdbf0184714b6f8be5645b5b345f4a,1
0xaf25e531ba6e2f01bf35b483f31dd7b0fed7a632,1
0xaacb9999999ffd4b8de36ff1e8fdba6c246b748d,1
0xaa356ef547d5664c4d25b717760f521917a6936d,1
0xa8cec57f68cb7e617817eecb446b3a7916d73dc1,1
0xa723e96c191d24c15c5ec9cdfa54adfa84ce7814,1
0xa4733b73b55676232c36547c17c771710ce7d649,1
0xa3b26c977ed4e1c5c3b425e52b3349bfeadde76c,1
0xa2f00fd8cb7e80bc56bc265d32386cd377d37a8b,1
0xa2da1b49191d3d26481842081a32b1e9c4577d7c,1
0xa17401396068576ef82fb1b1886d900ef3c4eb5a,1
0x9ee3871c347533d6870a6e7203890d12283760e5,1
0x9c08a92fd518e19ab93f4633f334d5110d467a70,1
0x9b13bd15975f9fa85284d7f1cef447f8d7302b13,1
0x9a8b209017aaa060d3bf0c082571722c990cc90c,1
0x9772fedc43123a6efbd1965617d0e079de2689e4,1
0x938efbffe4250478acb48a0054d168ec6286c320,1
0x9372fe6d14d57988b7ec923815cc9243b313d532,1
0x8f7464f8115e50b152d04c5be35d25b5d7d3c3de,1
0x8f10f442b90b5c73097e99456a3e9605b3a79f70,1
0x86c561efe50246c67fc8c0984905db03fd544d33,1
0x81db91599ba478f60f6a8b2f122d91fe8de4ce71,1
0x810a00b91f8ee7ad51bfce3a23f43a867f0335a6,1
0x7fbfc8624f246c97726739344c19cb6a6bd448d1,1
0x79f8d13e0650a5f05e14c5bf93b5839fa94d4dfa,1
0x761db31e9fcc6ad26df7e07abab9a1d38f6ebe11,1
0x747276019e3340104c96397bf6537ad01f93d7df,1
0x723d93df6881fba4a8ebeb1368132c4b210d6723,1
0x714de9b09b012c5dbc91dabbd02d070b939d70eb,1
0x70929df2d6241da6740dd28ba5cd0bb4e4e67880,1
0x6c51cae8cf67b7e993de1b9d7a43fb9dde629a8d,1
0x68a57af44503da4223bb6f494de012410fda1ae0,1
0x6777529d538c57d6cc6d46da4610758245470dab,1
0x654f2b3453d33c1348c7d9bc89fe975b439f86de,1
