wallet,nft_count
0xcd7f32b8d48625d09dc5bb34c074b6c70973e169,50
0x18871e7871b2ec59ed20b455802dc5e0e92c7de9,46
0x05c83944ac74f85c260369b39331ee51cc041d8a,20
0x30a9dcb53b8d44fbfdaa13401cf1f601562d7c87,4
0xf4eb954cd14970b2c3af5d747195c6697d991d5f,2
0xf418795293032b50b55baf9404e1784d4fc7014e,2
0xedf6ccc005183defe750cd8460099e99c534fd3c,2
0xeb81605204af3d1e7223e77d799a474e7479fd11,2
0xd7f9611f722c175dd4d92deda9c13384862c3602,2
0xc1ce096e968b98be8861aff0b7b3772ac7d37d52,2
0x9fe2dcb92e3eee5b05a3db6a9664b5ef49bb4c06,2
0x9524c4db681a0a2d413ae8b9e7343becd45fb842,2
0x8f02599a635afb42b8b0548d996c8187d35e3014,2
0x7a3c4f7b52194fc815afef9abc0dd714e04b1f94,2
0x7458b1e5f8d7eda6728c0540a1c538510b9d971c,2
0x6c24a596f720194d5592f9e34898b0e297693ba0,2
0x6b323fd4ad6df9c48ed87396c2db950f9cc99b03,2
0x694af5fcb2e8f6f5d20e92b7d0d17e0a045fc62b,2
0x5e3c756e11f7b5434726c13300a5b6358fc6b9a5,2
0x5a57bc702eacf6b149e5c3b7ae6e15e459f3e07f,2
0x4fb400c221b88dfa846e7d3f93d70cd184d3c9ef,2
0x392f4a171e0738eb98f33a340a7c727ee1b311d2,2
0x3298347da865052fbc48c7551d9950daf6b67859,2
0x21e2f55c9397c3b37b9da4e4cbcfefd1968bb7a0,2
0x1ec9901a4d43ab93dc051853f1ba961ce148cab4,2
0x105d5db75d07261a060d63acd2f26195920b1af1,2
0x0f31dcc1c7cd2961576b775729555267feeeda9a,2
0xff7c7ff1a72b00c251b1646a0e8e2b09ac48d93c,1
0xff2a4dcd9c9bb3a2f3470c827572155d0d5891ce,1
0xfeff64cf66d4d3abac6d502b00ddca5795772e2d,1
0xfe9c1c737a44845a0b1981e78d76a3e9e9227388,1
0xfe6215df7d1826bd445ffde1191bf974a8fd918d,1
0xfde0a52025a4c74d23b24b59632068a91a13fc42,1
0xfd0ec7e302fe2db438a3fc59393d4b679256751d,1
0xfd01af2cfda20294df1e8e416c55b74f0345b5e9,1
0xfc093814b6674613dc917bf408c5a12b219d9cc4,1
0xfbe96649bbb324381927f39b8e9e2bb947ad7ff1,1
0xfa97344fdca77de3c70225742dc3e2011f2537ee,1
0xf9ff41b120535a91ca84017227f1a8655159097a,1
0xf9ecd10cd3d908a29270e995607070026c895623,1
0xf9235f8ed8a09a2b5c8c18a278e255ca180550bc,1
0xf8d4737ecd54c80d2335e262cec1b311cc64cbbf,1
0xf8b11fb9a568c871bc4060c4b9fb133262935bca,1
0xf89ae5c6725c0c1760cdea9853ae2f134cef4e9f,1
0xf846859be91b1dd2b10622e2327a9e17adbebb6d,1
0xf82cb203a0d14973b0163f53a349f592b72ae536,1
0xf81278608cffeed2d2750037132a297de84fbeb1,1
0xf78bf2a635d59a5ba226534a3210e3ef92a14c73,1
0xf6a02d9a888fbb2d2c231fd05aef5f92c4960333,1
0xf6570156d6db231bcda7fe232cb8239041579324,1
0xf5cf502c5e6aaf6ad8c0effed6e9d14516decaab,1
0xf57599ce5b4b239cd444a4bec88da45a88100721,1
